frame_id,point_index,yaw_deg,pitch_deg,distance_mm,x_mm,y_mm,z_mm
1,217,7.05,-8.70,369,362.00,44.77,-55.82
1,218,7.05,-7.80,329,323.49,40.01,-44.65
1,219,7.05,-6.90,319,314.30,38.87,-38.32
1,220,7.05,-6.00,309,304.98,37.72,-32.30
1,221,7.05,-5.10,249,246.14,30.44,-22.13
1,222,7.05,-4.20,232,229.63,28.40,-16.99
1,223,7.05,-3.30,209,207.08,25.61,-12.03
1,224,7.05,-2.40,198,196.33,24.28,-8.29
1,225,7.05,-1.50,197,195.44,24.17,-5.16
1,226,7.05,-0.60,181,179.62,22.21,-1.90
