frame_id,point_index,yaw_deg,pitch_deg,distance_mm,x_mm,y_mm,z_mm
1,45,1.05,-19.50,9,8.48,0.16,-3.00
1,46,1.05,-18.60,8,7.58,0.14,-2.55
1,47,1.05,-17.70,3,2.86,0.05,-0.91
1,48,1.05,-16.80,3,2.87,0.05,-0.87
1,49,1.05,-15.90,3,2.88,0.05,-0.82
1,50,1.05,-15.00,10,9.66,0.18,-2.59
1,51,1.05,-14.10,6,5.82,0.11,-1.46
1,52,1.05,-13.20,3,2.92,0.05,-0.69
1,53,1.05,-12.30,4,3.91,0.07,-0.85
1,54,1.05,-11.40,7,6.86,0.13,-1.38
1,55,1.05,-10.50,4,3.93,0.07,-0.73
1,56,1.05,-9.60,3,2.96,0.05,-0.50
1,57,1.05,-8.70,11,10.87,0.20,-1.66
1,58,1.05,-7.80,14,13.87,0.25,-1.90
1,59,1.05,-6.90,8,7.94,0.15,-0.96
1,60,1.05,-6.00,7,6.96,0.13,-0.73
1,61,1.05,-5.10,6,5.98,0.11,-0.53
1,62,1.05,-4.20,2,1.99,0.04,-0.15
1,63,1.05,-3.30,2,2.00,0.04,-0.12
1,64,1.05,-2.40,0,0.00,0.00,0.00
1,65,1.05,-1.50,4,4.00,0.07,-0.10
1,66,1.05,-0.60,4,4.00,0.07,-0.04
1,67,1.95,-30.30,42,36.24,1.23,-21.19
1,68,1.95,-29.40,71,61.82,2.10,-34.85
1,69,1.95,-28.50,61,53.58,1.82,-29.11
1,70,1.95,-27.60,31,27.46,0.93,-14.36
1,71,1.95,-26.70,20,17.86,0.61,-8.99
1,72,1.95,-25.80,20,18.00,0.61,-8.70
1,73,1.95,-24.90,19,17.22,0.59,-8.00
1,74,1.95,-24.00,9,8.22,0.28,-3.66
1,75,1.95,-23.10,4,3.68,0.13,-1.57
1,76,1.95,-22.20,10,9.25,0.32,-3.78
1,77,1.95,-21.30,15,13.97,0.48,-5.45
1,78,1.95,-20.40,27,25.29,0.86,-9.41
1,79,1.95,-19.50,25,23.55,0.80,-8.35
1,80,1.95,-18.60,27,25.57,0.87,-8.61
1,81,1.95,-17.70,29,27.61,0.94,-8.82
1,82,1.95,-16.80,31,29.66,1.01,-8.96
1,83,1.95,-15.90,33,31.72,1.08,-9.04
1,84,1.95,-15.00,31,29.93,1.02,-8.02
1,85,1.95,-14.10,30,29.08,0.99,-7.31
1,86,1.95,-13.20,31,30.16,1.03,-7.08
1,87,1.95,-12.30,36,35.15,1.20,-7.67
1,88,1.95,-11.40,31,30.37,1.03,-6.13
1,89,1.95,-10.50,33,32.43,1.10,-6.01
1,90,1.95,-9.60,34,33.50,1.14,-5.67
1,91,1.95,-8.70,36,35.57,1.21,-5.45
1,92,1.95,-7.80,38,37.63,1.28,-5.16
1,93,1.95,-6.90,38,37.70,1.28,-4.57
1,94,1.95,-6.00,42,41.75,1.42,-4.39
1,95,1.95,-5.10,46,45.79,1.56,-4.09
1,96,1.95,-4.20,48,47.84,1.63,-3.52
1,97,1.95,-3.30,50,49.89,1.70,-2.88
1,98,1.95,-2.40,46,45.93,1.56,-1.93
1,99,1.95,-1.50,46,45.96,1.56,-1.20
1,100,1.95,-0.60,47,46.97,1.60,-0.49
1,101,3.00,-30.30,36,31.04,1.63,-18.16
1,102,3.00,-29.40,38,33.06,1.73,-18.65
1,103,3.00,-28.50,27,23.70,1.24,-12.88
1,104,3.00,-27.60,25,22.12,1.16,-11.58
1,105,3.00,-26.70,26,23.20,1.22,-11.68
1,106,3.00,-25.80,23,20.68,1.08,-10.01
1,107,3.00,-24.90,23,20.83,1.09,-9.68
1,108,3.00,-24.00,23,20.98,1.10,-9.35
1,109,3.00,-23.10,22,20.21,1.06,-8.63
1,110,3.00,-22.20,23,21.27,1.11,-8.69
1,111,3.00,-21.30,23,21.40,1.12,-8.35
1,112,3.00,-20.40,24,22.46,1.18,-8.37
1,113,3.00,-19.50,24,22.59,1.18,-8.01
1,114,3.00,-18.60,28,26.50,1.39,-8.93
1,115,3.00,-17.70,27,25.69,1.35,-8.21
1,116,3.00,-16.80,27,25.81,1.35,-7.80
1,117,3.00,-15.90,27,25.93,1.36,-7.40
1,118,3.00,-15.00,27,26.04,1.36,-6.99
1,119,3.00,-14.10,29,28.09,1.47,-7.06
1,120,3.00,-13.20,30,29.17,1.53,-6.85
1,121,3.00,-12.30,33,32.20,1.69,-7.03
1,122,3.00,-11.40,31,30.35,1.59,-6.13
1,123,3.00,-10.50,32,31.42,1.65,-5.83
1,124,3.00,-9.60,29,28.55,1.50,-4.84
1,125,3.00,-8.70,31,30.60,1.60,-4.69
1,126,3.00,-7.80,29,28.69,1.50,-3.94
1,127,3.00,-6.90,29,28.75,1.51,-3.48
1,128,3.00,-6.00,33,32.77,1.72,-3.45
1,129,3.00,-5.10,33,32.82,1.72,-2.93
1,130,3.00,-4.20,33,32.87,1.72,-2.42
1,131,3.00,-3.30,48,47.85,2.51,-2.76
1,132,3.00,-2.40,92,91.79,4.81,-3.85
1,133,3.00,-0.60,485,484.31,25.38,-5.08
1,134,4.05,-30.30,202,173.97,12.32,-101.91
1,135,4.05,-29.40,192,166.86,11.81,-94.25
1,136,4.05,-28.50,199,174.45,12.35,-94.95
1,137,4.05,-27.60,224,198.01,14.02,-103.78
1,138,4.05,-26.70,232,206.74,14.64,-104.24
1,139,4.05,-25.80,234,210.15,14.88,-101.84
1,140,4.05,-24.90,246,222.58,15.76,-103.57
1,141,4.05,-24.00,252,229.64,16.26,-102.50
1,142,4.05,-23.10,254,233.05,16.50,-99.65
1,143,4.05,-22.20,270,249.36,17.66,-102.02
1,144,4.05,-21.30,276,256.50,18.16,-100.26
1,145,4.05,-20.40,288,269.26,19.06,-100.39
1,146,4.05,-19.50,299,281.15,19.91,-99.81
1,147,4.05,-18.60,300,283.62,20.08,-95.69
1,148,4.05,-17.70,321,305.04,21.60,-97.59
1,149,4.05,-16.80,333,317.99,22.51,-96.25
1,150,4.05,-15.90,340,326.18,23.09,-93.15
1,151,4.05,-15.00,381,367.10,25.99,-98.61
1,152,4.05,-14.10,403,389.88,27.61,-98.18
1,153,4.05,-13.20,414,402.06,28.47,-94.54
1,154,4.05,-12.30,454,442.47,31.33,-96.72
1,155,4.05,-11.40,456,445.89,31.57,-90.13
1,156,4.05,-10.50,455,446.26,31.60,-82.92
1,157,4.05,-9.60,443,435.71,30.85,-73.88
1,158,4.05,-8.70,436,429.91,30.44,-65.95
1,159,4.05,-7.80,433,427.92,30.30,-58.77
1,160,4.05,-6.90,423,418.89,29.66,-50.82
1,161,4.05,-6.00,424,420.62,29.78,-44.32
1,162,4.05,-5.10,425,422.26,29.90,-37.78
1,163,4.05,-4.20,436,433.74,30.71,-31.93
1,164,4.05,-3.30,440,438.17,31.02,-25.33
1,165,4.05,-2.40,448,446.49,31.61,-18.76
1,166,4.05,-1.50,476,474.65,33.61,-12.46
1,167,4.05,-0.60,489,487.75,34.53,-5.12
1,168,4.95,-30.30,149,128.17,11.10,-75.17
1,169,4.95,-29.40,186,161.44,13.98,-91.31
1,170,4.95,-28.50,191,167.23,14.48,-91.14
1,171,4.95,-27.60,220,194.24,16.82,-101.93
1,172,4.95,-26.70,231,205.60,17.81,-103.79
1,173,4.95,-25.80,231,207.20,17.95,-100.54
1,174,4.95,-24.90,245,221.40,19.18,-103.15
1,175,4.95,-24.00,253,230.26,19.94,-102.90
1,176,4.95,-23.10,255,233.68,20.24,-100.05
1,177,4.95,-22.20,267,246.29,21.33,-100.88
1,178,4.95,-21.30,278,258.04,22.35,-100.98
1,179,4.95,-20.40,278,259.59,22.48,-96.90
1,180,4.95,-19.50,301,282.68,24.48,-100.48
1,181,4.95,-18.60,305,287.99,24.94,-97.28
1,182,4.95,-17.70,309,293.27,25.40,-93.95
1,183,4.95,-16.80,337,321.41,27.84,-97.40
1,184,4.95,-15.90,341,326.73,28.30,-93.42
1,185,4.95,-15.00,365,351.25,30.42,-94.47
1,186,4.95,-14.10,396,382.64,33.14,-96.47
1,187,4.95,-13.20,403,390.89,33.85,-92.03
1,188,4.95,-12.30,466,453.61,39.29,-99.27
1,189,4.95,-11.40,526,513.70,44.49,-103.97
1,190,4.95,-10.50,549,537.79,46.58,-100.05
1,191,4.95,-9.60,676,664.05,57.51,-112.74
1,192,4.95,-8.70,717,706.11,61.16,-108.45
1,193,4.95,-7.80,732,722.52,62.58,-99.34
1,194,4.95,-6.90,790,781.35,67.67,-94.91
1,195,4.95,-6.00,797,789.68,68.39,-83.31
1,196,4.95,-5.10,801,794.85,68.84,-71.21
1,197,4.95,-4.20,811,805.81,69.79,-59.40
1,198,4.95,-3.30,813,808.62,70.03,-46.80
1,199,4.95,-2.40,821,817.22,70.78,-34.38
1,200,4.95,-1.50,830,826.62,71.59,-21.73
1,201,4.95,-0.60,831,827.86,71.70,-8.70
1,202,6.00,-30.30,126,108.19,11.37,-63.57
1,203,6.00,-29.40,167,144.70,15.21,-81.98
1,204,6.00,-28.50,193,168.68,17.73,-92.09
1,205,6.00,-27.60,213,187.73,19.73,-98.68
1,206,6.00,-26.70,222,197.24,20.73,-99.75
1,207,6.00,-25.80,237,212.21,22.30,-103.15
1,208,6.00,-24.90,240,216.50,22.75,-101.05
1,209,6.00,-24.00,245,222.59,23.40,-99.65
1,210,6.00,-23.10,261,238.76,25.09,-102.40
1,211,6.00,-22.20,266,244.93,25.74,-100.51
1,212,6.00,-21.30,266,246.47,25.91,-96.63
1,213,6.00,-20.40,287,267.53,28.12,-100.04
1,214,6.00,-19.50,293,274.68,28.87,-97.81
1,215,6.00,-18.60,308,290.31,30.51,-98.24
1,216,6.00,-17.70,324,306.97,32.26,-98.51
1,217,6.00,-16.80,326,310.38,32.62,-94.22
1,218,6.00,-15.90,346,330.94,34.78,-94.79
1,219,6.00,-15.00,358,343.91,36.15,-92.66
1,220,6.00,-14.10,371,357.85,37.61,-90.38
1,221,6.00,-13.20,416,402.79,42.33,-94.99
1,222,6.00,-12.30,447,434.35,45.65,-95.22
1,223,6.00,-11.40,463,451.38,47.44,-91.52
1,224,6.00,-10.50,565,552.50,58.07,-102.96
1,225,6.00,-9.60,584,572.67,60.19,-97.39
1,226,6.00,-8.70,601,590.83,62.10,-90.91
1,227,6.00,-7.80,628,618.78,65.04,-85.23
1,228,6.00,-6.90,631,623.00,65.48,-75.81
1,229,6.00,-6.00,626,619.16,65.08,-65.44
1,230,6.00,-5.10,619,613.17,64.45,-55.03
1,231,6.00,-4.20,615,609.99,64.11,-45.04
1,232,6.00,-3.30,607,602.67,63.34,-34.94
1,233,6.00,-2.40,600,596.19,62.66,-25.13
1,234,6.00,-1.50,603,599.49,63.01,-15.79
1,235,6.00,-0.60,595,591.71,62.19,-6.23
1,236,7.05,-30.30,148,126.82,15.68,-74.67
1,237,7.05,-29.40,165,142.66,17.64,-81.00
1,238,7.05,-28.50,179,156.12,19.31,-85.41
1,239,7.05,-27.60,184,161.83,20.01,-85.25
1,240,7.05,-26.70,222,196.83,24.34,-99.75
1,241,7.05,-25.80,227,202.83,25.08,-98.80
1,242,7.05,-24.90,240,216.04,26.72,-101.05
1,243,7.05,-24.00,249,225.75,27.92,-101.28
1,244,7.05,-23.10,255,232.78,28.79,-100.05
1,245,7.05,-22.20,269,247.18,30.57,-101.64
1,246,7.05,-21.30,277,256.13,31.68,-100.62
1,247,7.05,-20.40,284,264.18,32.67,-98.99
1,248,7.05,-19.50,301,281.59,34.82,-100.48
1,249,7.05,-18.60,308,289.71,35.83,-98.24
1,250,7.05,-17.70,313,295.93,36.60,-95.16
1,251,7.05,-16.80,336,319.23,39.48,-97.12
1,252,7.05,-15.90,341,325.47,40.25,-93.42
1,253,7.05,-15.00,346,331.68,41.02,-89.55
1,254,7.05,-14.10,391,376.35,46.54,-95.25
1,255,7.05,-13.20,406,392.28,48.51,-92.71
1,256,7.05,-12.30,424,411.14,50.85,-90.33
1,257,7.05,-11.40,521,506.86,62.68,-102.98
1,258,7.05,-10.50,543,529.87,65.53,-98.95
1,259,7.05,-9.60,609,595.93,73.70,-101.56
1,260,7.05,-8.70,626,614.12,75.95,-94.69
1,261,7.05,-7.80,630,619.45,76.61,-85.50
1,262,7.05,-6.90,641,631.55,78.10,-77.01
1,263,7.05,-6.00,642,633.66,78.36,-67.11
1,264,7.05,-5.10,640,632.65,78.24,-56.89
1,265,7.05,-4.20,625,618.61,76.50,-45.77
1,266,7.05,-3.30,619,613.30,75.85,-35.63
1,267,7.05,-2.40,615,609.81,75.42,-25.75
1,268,7.05,-1.50,597,592.28,73.25,-15.63
1,269,7.05,-0.60,595,590.47,73.02,-6.23
1,270,7.95,-30.30,110,94.06,13.14,-55.50
1,271,7.95,-29.40,160,138.05,19.28,-78.54
1,272,7.95,-28.50,162,141.00,19.69,-77.30
1,273,7.95,-27.60,198,173.78,24.27,-91.73
1,274,7.95,-26.70,208,184.04,25.70,-93.46
1,275,7.95,-25.80,217,193.49,27.02,-94.45
1,276,7.95,-24.90,243,218.29,30.48,-102.31
1,277,7.95,-24.00,245,221.67,30.96,-99.65
1,278,7.95,-23.10,259,235.94,32.95,-101.62
1,279,7.95,-22.20,264,242.08,33.81,-99.75
1,280,7.95,-21.30,269,248.22,34.66,-97.71
1,281,7.95,-20.40,288,267.34,37.33,-100.39
1,282,7.95,-19.50,300,280.07,39.11,-100.14
1,283,7.95,-18.60,304,285.35,39.85,-96.96
1,284,7.95,-17.70,321,302.87,42.30,-97.59
1,285,7.95,-16.80,327,310.03,43.30,-94.51
1,286,7.95,-15.90,332,316.23,44.16,-90.95
1,287,7.95,-15.00,357,341.52,47.69,-92.40
1,288,7.95,-14.10,369,354.44,49.50,-89.89
1,289,7.95,-13.20,418,403.04,56.29,-95.45
1,290,7.95,-12.30,466,450.93,62.97,-99.27
1,291,7.95,-11.40,485,470.86,65.76,-95.86
1,292,7.95,-10.50,568,553.12,77.24,-103.51
1,293,7.95,-9.60,599,584.94,81.69,-99.90
1,294,7.95,-8.70,607,594.25,82.99,-91.82
1,295,7.95,-7.80,631,619.15,86.47,-85.64
1,296,7.95,-6.90,635,624.34,87.19,-76.29
1,297,7.95,-6.00,637,627.42,87.62,-66.59
1,298,7.95,-5.10,634,625.42,87.34,-56.36
1,299,7.95,-4.20,630,622.27,86.90,-46.14
1,300,7.95,-3.30,614,607.09,84.78,-35.35
1,301,7.95,-2.40,603,596.68,83.33,-25.25
1,302,7.95,-1.50,596,590.07,82.40,-15.60
1,303,7.95,-0.60,584,578.36,80.77,-6.12
