frame_id,point_index,yaw_deg,pitch_deg,distance_mm,x_mm,y_mm,z_mm
1,75,1.95,-23.10,169,155.36,5.29,-66.31
1,76,1.95,-22.20,180,166.56,5.67,-68.01
1,77,1.95,-21.30,185,172.26,5.87,-67.20
1,78,1.95,-20.40,205,192.03,6.54,-71.46
1,79,1.95,-19.50,211,198.78,6.77,-70.43
1,80,1.95,-18.60,228,215.97,7.35,-72.72
1,81,1.95,-17.70,308,293.25,9.98,-93.64
1,82,1.95,-16.80,366,350.18,11.92,-105.79
1,83,1.95,-15.90,410,394.09,13.42,-112.32
1,84,1.95,-15.00,451,435.38,14.82,-116.73
1,85,1.95,-14.10,476,461.39,15.71,-115.96
1,86,1.95,-13.20,578,562.40,19.15,-131.99
1,87,1.95,-12.30,621,606.39,20.65,-132.29
1,88,1.95,-11.40,630,617.21,21.01,-124.52
1,89,1.95,-10.50,643,631.87,21.51,-117.18
1,90,1.95,-9.60,652,642.50,21.88,-108.73
1,91,1.95,-8.70,678,669.81,22.81,-102.56
1,92,1.95,-7.80,691,684.21,23.30,-93.78
1,93,1.95,-6.90,699,693.54,23.61,-83.98
1,94,1.95,-6.00,712,707.69,24.09,-74.42
1,95,1.95,-5.10,728,724.70,24.67,-64.72
1,96,1.95,-4.20,770,767.49,26.13,-56.39
1,97,1.95,-3.30,792,790.23,26.90,-45.59
1,98,1.95,-2.40,806,804.83,27.40,-33.75
1,99,1.95,-1.50,818,817.25,27.82,-21.41
1,100,1.95,-0.60,833,832.47,28.34,-8.72
1,101,3.00,-30.30,80,68.98,3.61,-40.36
1,102,3.00,-29.40,133,115.71,6.06,-65.29
1,103,3.00,-28.50,137,120.23,6.30,-65.37
1,104,3.00,-27.60,147,130.09,6.82,-68.10
1,105,3.00,-26.70,167,148.99,7.81,-75.04
1,106,3.00,-25.80,159,142.95,7.49,-69.20
1,107,3.00,-24.90,165,149.46,7.83,-69.47
1,108,3.00,-24.00,171,156.00,8.18,-69.55
1,109,3.00,-23.10,175,160.75,8.42,-68.66
1,110,3.00,-22.20,185,171.05,8.96,-69.90
1,111,3.00,-21.30,198,184.22,9.65,-71.92
1,112,3.00,-20.40,211,197.50,10.35,-73.55
1,113,3.00,-19.50,227,213.69,11.20,-75.77
1,114,3.00,-18.60,248,234.72,12.30,-79.10
1,115,3.00,-17.70,334,317.75,16.65,-101.55
1,116,3.00,-16.80,410,391.96,20.54,-118.50
1,117,3.00,-15.90,425,408.18,21.39,-116.43
1,118,3.00,-15.00,452,436.00,22.85,-116.99
1,119,3.00,-14.10,474,459.09,24.06,-115.47
1,120,3.00,-13.20,574,558.07,29.25,-131.07
1,121,3.00,-12.30,621,605.91,31.75,-132.29
1,122,3.00,-11.40,628,614.77,32.22,-124.13
1,123,3.00,-10.50,638,626.46,32.83,-116.27
1,124,3.00,-9.60,643,633.13,33.18,-107.23
1,125,3.00,-8.70,668,659.41,34.56,-101.04
1,126,3.00,-7.80,681,673.77,35.31,-92.42
1,127,3.00,-6.90,687,681.09,35.69,-82.53
1,128,3.00,-6.00,697,692.23,36.28,-72.86
1,129,3.00,-5.10,711,707.21,37.06,-63.20
1,130,3.00,-4.20,754,750.94,39.36,-55.22
1,131,3.00,-3.30,779,776.64,40.70,-44.84
1,132,3.00,-2.40,797,795.21,41.68,-33.38
1,133,3.00,-1.50,813,811.61,42.53,-21.28
1,134,3.00,-0.60,842,840.80,44.06,-8.82
1,135,4.05,-30.30,79,68.04,4.82,-39.86
1,136,4.05,-29.40,131,113.84,8.06,-64.31
1,137,4.05,-28.50,137,120.10,8.50,-65.37
1,138,4.05,-27.60,149,131.71,9.33,-69.03
1,139,4.05,-26.70,162,144.36,10.22,-72.79
1,140,4.05,-25.80,161,144.59,10.24,-70.07
1,141,4.05,-24.90,167,151.10,10.70,-70.31
1,142,4.05,-24.00,168,153.09,10.84,-68.33
1,143,4.05,-23.10,177,162.40,11.50,-69.44
1,144,4.05,-22.20,193,178.25,12.62,-72.92
1,145,4.05,-21.30,204,189.59,13.42,-74.10
1,146,4.05,-20.40,215,201.01,14.23,-74.94
1,147,4.05,-19.50,239,224.73,15.91,-79.78
1,148,4.05,-18.60,257,242.97,17.20,-81.97
1,149,4.05,-17.70,339,322.15,22.81,-103.07
1,150,4.05,-16.80,405,386.75,27.38,-117.06
1,151,4.05,-15.90,423,405.80,28.73,-115.89
1,152,4.05,-15.00,456,439.36,31.11,-118.02
1,153,4.05,-14.10,482,466.31,33.02,-117.42
1,154,4.05,-13.20,579,562.29,39.81,-132.22
1,155,4.05,-12.30,618,602.31,42.65,-131.65
1,156,4.05,-11.40,630,616.03,43.62,-124.52
1,157,4.05,-10.50,638,625.75,44.31,-116.27
1,158,4.05,-9.60,643,632.41,44.78,-107.23
1,159,4.05,-8.70,659,649.79,46.01,-99.68
1,160,4.05,-7.80,670,662.14,46.88,-90.93
1,161,4.05,-6.90,673,666.46,47.19,-80.85
1,162,4.05,-6.00,681,675.58,47.83,-71.18
1,163,4.05,-5.10,689,684.56,48.47,-61.25
1,164,4.05,-4.20,725,721.25,51.07,-53.10
1,165,4.05,-3.30,749,745.89,52.81,-43.12
1,166,4.05,-2.40,764,761.42,53.91,-31.99
1,167,4.05,-1.50,791,788.75,55.85,-20.71
1,168,4.05,-0.60,819,816.91,57.84,-8.58
1,169,4.95,-30.30,78,67.09,5.81,-39.35
1,170,4.95,-29.40,136,118.04,10.22,-66.76
1,171,4.95,-28.50,147,128.70,11.15,-70.14
1,172,4.95,-27.60,154,135.97,11.78,-71.35
1,173,4.95,-26.70,155,137.96,11.95,-69.64
1,174,4.95,-25.80,175,156.97,13.59,-76.17
1,175,4.95,-24.90,169,152.72,13.23,-71.16
1,176,4.95,-24.00,173,157.45,13.64,-70.37
1,177,4.95,-23.10,178,163.12,14.13,-69.84
1,178,4.95,-22.20,181,166.96,14.46,-68.39
1,179,4.95,-21.30,216,200.49,17.36,-78.46
1,180,4.95,-20.40,223,208.23,18.04,-77.73
1,181,4.95,-19.50,245,230.09,19.93,-81.78
1,182,4.95,-18.60,261,246.44,21.34,-83.25
1,183,4.95,-17.70,285,270.50,23.43,-86.65
1,184,4.95,-16.80,407,388.18,33.62,-117.64
1,185,4.95,-15.90,443,424.46,36.76,-121.36
1,186,4.95,-15.00,462,444.59,38.51,-119.57
1,187,4.95,-14.10,484,467.67,40.50,-117.91
1,188,4.95,-13.20,531,515.04,44.61,-121.25
1,189,4.95,-12.30,623,606.43,52.52,-132.72
1,190,4.95,-11.40,641,626.01,54.22,-126.70
1,191,4.95,-10.50,646,632.81,54.81,-117.72
1,192,4.95,-9.60,651,639.49,55.39,-108.57
1,193,4.95,-8.70,659,648.99,56.21,-99.68
1,194,4.95,-7.80,671,662.31,57.36,-91.07
1,195,4.95,-6.90,677,669.59,57.99,-81.33
1,196,4.95,-6.00,682,675.73,58.52,-71.29
1,197,4.95,-5.10,693,687.68,59.56,-61.60
1,198,4.95,-4.20,702,697.50,60.41,-51.41
1,199,4.95,-3.30,738,734.03,63.57,-42.48
1,200,4.95,-2.40,760,756.50,65.52,-31.83
1,201,4.95,-1.50,777,773.84,67.02,-20.34
1,202,4.95,-0.60,804,800.96,69.37,-8.42
1,203,6.00,-30.30,80,68.69,7.22,-40.36
1,204,6.00,-29.40,138,119.57,12.57,-67.74
1,205,6.00,-28.50,146,127.60,13.41,-69.67
1,206,6.00,-27.60,153,134.85,14.17,-70.88
1,207,6.00,-26.70,157,139.49,14.66,-70.54
1,208,6.00,-25.80,175,156.69,16.47,-76.17
1,209,6.00,-24.90,169,152.45,16.02,-71.16
1,210,6.00,-24.00,172,156.27,16.42,-69.96
1,211,6.00,-23.10,180,164.66,17.31,-70.62
1,212,6.00,-22.20,188,173.11,18.19,-71.03
1,213,6.00,-21.30,221,204.78,21.52,-80.28
1,214,6.00,-20.40,240,223.72,23.51,-83.66
1,215,6.00,-19.50,252,236.24,24.83,-84.12
1,216,6.00,-18.60,275,259.21,27.24,-87.71
1,217,6.00,-17.70,297,281.39,29.58,-90.30
1,218,6.00,-16.80,398,378.93,39.83,-115.03
1,219,6.00,-15.90,439,419.89,44.13,-120.27
1,220,6.00,-15.00,464,445.73,46.85,-120.09
1,221,6.00,-14.10,500,482.28,50.69,-121.81
1,222,6.00,-13.20,541,523.82,55.06,-123.54
1,223,6.00,-12.30,649,630.63,66.28,-138.26
1,224,6.00,-11.40,670,653.18,68.65,-132.43
1,225,6.00,-10.50,671,656.15,68.96,-122.28
1,226,6.00,-9.60,678,664.84,69.88,-113.07
1,227,6.00,-8.70,679,667.51,70.16,-102.71
1,228,6.00,-7.80,688,677.90,71.25,-93.37
1,229,6.00,-6.90,692,683.22,71.81,-83.14
1,230,6.00,-6.00,695,687.41,72.25,-72.65
1,231,6.00,-5.10,692,685.48,72.05,-61.52
1,232,6.00,-4.20,693,687.35,72.24,-50.75
1,233,6.00,-3.30,706,700.97,73.67,-40.64
1,234,6.00,-2.40,711,706.48,74.25,-29.77
1,235,6.00,-1.50,703,698.91,73.46,-18.40
1,236,6.00,-0.60,710,706.07,74.21,-7.44
1,237,7.05,-30.30,82,70.26,8.69,-41.37
1,238,7.05,-29.40,137,118.45,14.65,-67.25
1,239,7.05,-28.50,151,131.70,16.29,-72.05
1,240,7.05,-27.60,151,132.80,16.42,-69.96
1,241,7.05,-26.70,159,140.97,17.43,-71.44
1,242,7.05,-25.80,178,159.05,19.67,-77.47
1,243,7.05,-24.90,168,151.23,18.70,-70.73
1,244,7.05,-24.00,175,158.66,19.62,-71.18
1,245,7.05,-23.10,180,164.32,20.32,-70.62
1,246,7.05,-22.20,190,174.59,21.59,-71.79
1,247,7.05,-21.30,229,211.74,26.19,-83.18
1,248,7.05,-20.40,245,227.90,28.18,-85.40
1,249,7.05,-19.50,259,242.30,29.97,-86.46
1,250,7.05,-18.60,277,260.55,32.22,-88.35
1,251,7.05,-17.70,343,324.29,40.11,-104.28
1,252,7.05,-16.80,381,361.98,44.77,-110.12
1,253,7.05,-15.90,406,387.51,47.92,-111.23
1,254,7.05,-15.00,420,402.62,49.79,-108.70
1,255,7.05,-14.10,434,417.74,51.66,-105.73
1,256,7.05,-13.20,456,440.60,54.49,-104.13
1,257,7.05,-12.30,561,543.98,67.27,-119.51
1,258,7.05,-11.40,616,599.28,74.11,-121.76
1,259,7.05,-10.50,639,623.55,77.11,-116.45
1,260,7.05,-9.60,649,635.07,78.54,-108.23
1,261,7.05,-8.70,659,646.49,79.95,-99.68
1,262,7.05,-7.80,676,664.68,82.20,-91.74
1,263,7.05,-6.90,682,671.94,83.10,-81.93
1,264,7.05,-6.00,689,680.04,84.10,-72.02
1,265,7.05,-5.10,702,693.93,85.82,-62.40
1,266,7.05,-4.20,715,707.69,87.52,-52.37
1,267,7.05,-3.30,743,736.16,91.04,-42.77
1,268,7.05,-2.40,759,752.60,93.07,-31.78
1,269,7.05,-1.50,771,764.91,94.60,-20.18
1,270,7.05,-0.60,780,774.06,95.73,-8.17
1,271,7.95,-30.30,83,70.97,9.91,-41.88
1,272,7.95,-29.40,138,119.07,16.63,-67.74
1,273,7.95,-28.50,151,131.43,18.35,-72.05
1,274,7.95,-27.60,158,138.67,19.37,-73.20
1,275,7.95,-26.70,159,140.68,19.65,-71.44
1,276,7.95,-25.80,171,152.47,21.29,-74.42
1,277,7.95,-24.90,171,153.61,21.45,-72.00
1,278,7.95,-24.00,186,168.29,23.50,-75.65
1,279,7.95,-23.10,188,171.26,23.92,-73.76
1,280,7.95,-22.20,195,178.81,24.97,-73.68
1,281,7.95,-21.30,218,201.16,28.09,-79.19
1,282,7.95,-20.40,257,238.57,33.32,-89.58
1,283,7.95,-19.50,282,263.27,36.77,-94.13
1,284,7.95,-18.60,298,279.72,39.06,-95.05
1,285,7.95,-17.70,323,304.75,42.56,-98.20
1,286,7.95,-16.80,352,333.74,46.61,-101.74
1,287,7.95,-15.90,452,430.53,60.12,-123.83
1,288,7.95,-15.00,503,481.19,67.20,-130.19
1,289,7.95,-13.20,596,574.68,80.25,-136.10
1,290,7.95,-12.30,622,601.88,84.05,-132.51
1,291,7.95,-11.40,647,628.14,87.72,-127.89
1,292,7.95,-10.50,663,645.63,90.16,-120.82
1,293,7.95,-9.60,670,654.27,91.37,-111.74
1,294,7.95,-8.70,671,656.90,91.74,-101.50
1,295,7.95,-7.80,673,660.36,92.22,-91.34
1,296,7.95,-6.90,677,665.64,92.96,-81.33
1,297,7.95,-6.00,697,686.52,95.87,-72.86
1,298,7.95,-5.10,712,702.37,98.09,-63.29
1,299,7.95,-4.20,720,711.17,99.31,-52.73
1,300,7.95,-3.30,729,720.80,100.66,-41.97
1,301,7.95,-2.40,741,733.23,102.40,-31.03
1,302,7.95,-1.50,753,745.51,104.11,-19.71
1,303,7.95,-0.60,800,792.27,110.64,-8.38
1,304,9.00,-30.30,93,79.31,12.56,-46.92
1,305,9.00,-29.40,84,72.28,11.45,-41.24
1,306,9.00,-28.50,138,119.78,18.97,-65.85
1,307,9.00,-27.60,161,140.92,22.32,-74.59
1,308,9.00,-26.70,170,150.00,23.76,-76.38
1,309,9.00,-25.80,166,147.61,23.38,-72.25
1,310,9.00,-24.90,170,152.30,24.12,-71.58
1,311,9.00,-24.00,179,161.51,25.58,-72.81
1,312,9.00,-23.10,204,185.33,29.35,-80.04
1,313,9.00,-22.20,218,199.35,31.57,-82.37
1,314,9.00,-21.30,231,212.57,33.67,-83.91
1,315,9.00,-20.40,243,224.96,35.63,-84.70
1,316,9.00,-19.50,268,249.52,39.52,-89.46
1,317,9.00,-18.60,324,303.30,48.04,-103.34
1,318,9.00,-17.70,355,334.03,52.91,-107.93
1,319,9.00,-16.80,388,366.87,58.11,-112.14
1,320,9.00,-15.90,418,397.06,62.89,-114.52
1,321,9.00,-15.00,464,442.67,70.11,-120.09
1,322,9.00,-14.10,572,547.94,86.78,-139.35
1,323,9.00,-13.20,612,588.49,93.21,-139.75
1,324,9.00,-12.30,633,610.86,96.75,-134.85
1,325,9.00,-11.40,649,628.36,99.52,-128.28
1,326,9.00,-10.50,666,646.79,102.44,-121.37
1,327,9.00,-9.60,674,656.38,103.96,-112.40
1,328,9.00,-8.70,671,655.11,103.76,-101.50
1,329,9.00,-7.80,675,660.52,104.62,-91.61
1,330,9.00,-6.90,679,665.78,105.45,-81.57
1,331,9.00,-6.00,684,671.88,106.42,-71.50
1,332,9.00,-5.10,708,696.51,110.32,-62.94
1,333,9.00,-4.20,717,706.27,111.86,-52.51
1,334,9.00,-3.30,727,716.86,113.54,-41.85
1,335,9.00,-2.40,732,722.35,114.41,-30.65
1,336,9.00,-1.50,746,736.56,116.66,-19.53
1,337,9.00,-0.60,784,774.31,122.64,-8.21
1,338,10.05,-30.30,92,78.21,13.86,-46.42
1,339,10.05,-29.40,83,71.20,12.62,-40.75
1,340,10.05,-28.50,138,119.42,21.16,-65.85
1,341,10.05,-27.60,160,139.62,24.74,-74.13
1,342,10.05,-26.70,169,148.66,26.35,-75.94
1,343,10.05,-25.80,167,148.05,26.24,-72.68
1,344,10.05,-24.90,172,153.62,27.23,-72.42
1,345,10.05,-24.00,180,161.91,28.70,-73.21
1,346,10.05,-23.10,214,193.82,34.35,-83.96
1,347,10.05,-22.20,229,208.77,37.00,-86.53
1,348,10.05,-21.30,247,226.60,40.16,-89.72
1,349,10.05,-20.40,263,242.72,43.02,-91.67
1,350,10.05,-19.50,279,258.96,45.89,-93.13
1,351,10.05,-18.60,340,317.30,56.23,-108.45
1,352,10.05,-17.70,382,358.33,63.51,-116.14
1,353,10.05,-16.80,423,398.73,70.67,-122.26
1,354,10.05,-15.90,456,431.82,76.53,-124.93
1,355,10.05,-15.00,488,464.14,82.26,-126.30
1,356,10.05,-14.10,525,501.37,88.86,-127.90
1,357,10.05,-13.20,625,599.15,106.19,-142.72
1,358,10.05,-12.30,653,628.22,111.34,-139.11
1,359,10.05,-11.40,663,639.95,113.42,-131.05
1,360,10.05,-10.50,672,650.61,115.31,-122.46
1,361,10.05,-9.60,674,654.36,115.97,-112.40
1,362,10.05,-8.70,676,657.97,116.61,-102.25
1,363,10.05,-7.80,679,662.40,117.39,-92.15
1,364,10.05,-6.90,682,666.67,118.15,-81.93
1,365,10.05,-6.00,687,672.75,119.23,-71.81
1,366,10.05,-5.10,696,682.61,120.98,-61.87
1,367,10.05,-4.20,718,705.08,124.96,-52.59
1,368,10.05,-3.30,728,715.64,126.83,-41.91
1,369,10.05,-2.40,735,723.09,128.15,-30.78
1,370,10.05,-1.50,746,734.30,130.14,-19.53
1,371,10.05,-0.60,758,746.33,132.27,-7.94
1,372,10.95,-30.30,86,72.90,14.10,-43.39
